"speedS1", "directionS1", "speedS2", "directionS2", "speedS3", "directionS3"
"1", 13.0375840995569, 76.258679204059, 23.4540681392383, 2.35775356594844, 20.3600926147712, 16.4764311087763
"2", 18.1665907499345, 49.2773811661798, 24.122923034799, 95.4971544135979, 21.333386406422, 42.2654330898234
"3", 21.8307217828568, 13.0699325213719, 30.5580752330372, 47.9959875689379, 24.5693146557442, 44.1636552824059
"4", 21.1012648867234, 3.97526346636329, 26.5629844644907, 112.458824537565, 18.1907012322877, 8.26993670052933
"5", 32.752959623868, 75.6532317414262, 25.7345808282926, -20.490593986, 18.6764305755528, 28.9310358244602
"6", 28.0699400516354, 11.0005581279167, 24.5993498102264, 31.6125611936306, 25.247821115859, -6.61083752657981
"7", 33.8926050820647, 59.9054244887399, 17.3685436775942, 189.408653317355, 17.1506882625006, 14.4405538116567
"8", 15.7612064498301, 34.1170204371957, 27.8420077812873, 152.661536056439, 10.8791006739895, 28.9021403547416
"9", 20.2459063421834, 128.696113831425, 26.2615655594649, 65.1484499561965, 16.7170625381334, 72.027739820031
"10", 22.9607316959761, 6.49737882849643, 22.8728721351562, 152.220864627067, 16.1346908890014, 4.45076325281652
"11", 25.1941038815296, 50.3007522756209, 13.3800064376571, 28.4454923876287, 28.4156692410059, -19.5338734941583
"12", 17.6793823789114, 108.214472204135, 27.7410817013692, 125.32575644925, 21.4147549527782, 36.9906740781425
"13", 30.6814259902488, -8.2981992221405, 28.6178078431788, 31.4987336906897, 26.9118655985608, 24.7578461662353
"14", 25.0889722093348, 107.929996461149, 24.9240998044569, 20.5195338015615, 27.0272193948022, 84.178204428263
"15", 19.5946634269032, 47.9664461390532, 17.6110885189106, 118.892958056184, 11.7340756406087, 38.6849474996448
"16", 21.4995105804003, 39.461684709057, 30.1629293104996, 81.0811324814092, 23.5300091539002, -19.7447651056419
"17", 24.5383791239561, 30.8659137988388, 21.5381860465343, 150.488570094034, 23.0341448131446, 21.5955386445733
"18", 17.8747937988439, 38.3028616111279, 20.3582882278295, 159.643724843256, 22.0502537842582, 111.823695213376
"19", 29.7605103877644, 23.1805325204748, 23.5561415026342, 4.59023744765891, 22.7310638481729, 82.9701338377632
"20", 20.5896480492214, 15.6577719469676, 29.2818674709542, 86.7364760818733, 21.6106959190597, 75.9873624181445
"21", 25.9727129357044, 32.9263613966525, 23.0315555626588, 86.4317437534015, 19.4402213967199, 16.8035212601746
"22", 21.9304986703099, 19.6046122841349, 18.4127633734457, -19.0479773591928, 24.3251642290415, 34.3099072242033
"23", 16.5453820762974, 31.6899430594793, 16.563052490685, 13.4413784621414, 22.8261420944001, -45.9805978403214
"24", 27.7699050138021, 59.3060542822865, 27.4920641859634, -33.04317108895, 17.3127526707245, -2.87446930038495
"25", 24.3415138916856, 86.9469100845899, 19.8866378041838, 43.9992086135654, 23.390286161093, 121.465918839599
"26", 21.0581501871175, 39.5262074015097, 24.3256472545278, 73.7382960529696, 19.2693198880872, 56.049618806928
"27", 25.91370363261, 64.0906134669968, 23.6998352988987, 149.653823719841, 19.2900403238875, 4.69991898181871
"28", 21.0704343500763, 44.9576697576426, 25.9191390904819, 59.8547189898191, 21.7469688977938, 52.7263286558939
"29", 19.351368115526, 41.2406629737579, 26.4185478189193, 101.748818101151, 10.0907525874524, 16.1593307842046
"30", 25.8691405063349, -25.7101381761291, 24.5801555185474, 65.0287614223883, 17.0771578447972, 56.7940897281268
"31", 16.4102442686361, 24.7782691567791, 19.8757546115688, 43.4220927777979, 21.472984486019, 99.252083329186
"32", 22.3648353759815, 96.1180976537702, 24.9295732063038, 23.3436968714147, 19.4833322325506, 24.7111940880631
"33", 17.2337786739088, 58.6812163408371, 34.9990964321819, 146.439332734595, 23.4615790495685, 64.2474381753455
"34", 27.6538626442816, 2.5891276630237, 23.2152188234458, 49.9957001790333, 18.8666033574617, 37.5473563620531
"35", 21.6853024711271, 38.1409754160763, 29.9793642250774, -12.4666076671769, 14.7980613633106, -12.8305897209561
"36", 17.8422948076732, 48.388669300668, 22.3918594842652, 74.2380013662496, 25.4723013152923, 51.1153695625369
"37", 25.1339289135875, 93.3926668437067, 17.8676216725122, 103.24098395229, 21.0845637790192, 18.2550715900069
"38", 22.8478942980833, 42.290293684239, 25.9676859453893, 20.6792339557462, 13.5745044565637, 48.8156701807246
"39", 29.1512958959092, 24.6981973471124, 20.8610749275684, 127.674960773475, 24.6588480816704, 39.4740696202971
"40", 24.9900275444561, 49.0914579313397, 25.1974930548507, 71.1587628640839, 26.6195719502368, -2.51187676034115
"41", 21.3649154671394, 86.0536431718442, 36.0234420709666, 6.91848621221635, 12.5048271210947, 73.4686107758521
"42", 20.7965646562667, 40.06874047861, 24.6319253075927, 2.80473501472919, 17.6020194031146, 47.7626629592012
"43", 23.3288315431777, 47.5495102070634, 24.9516486367939, 90.6797572398033, 20.1806591896415, -22.3309979650031
"44", 21.7714047581842, 86.9556564919481, 23.7710974974921, 99.2695807163729, 10.5372221549246, 4.57670573166492
"45", 18.2521443122841, 48.5762306721876, 25.0519070614686, 139.065555920676, 27.1255121663042, 1.21431789565732
"46", 23.0491137261772, 74.7723009248998, 28.7981677806513, 47.0715650531387, 13.0629074701208, 43.009828011925
"47", 19.6985377830892, 51.2792894034333, 24.8787763191201, 92.2972090117045, 15.4098927703921, 16.1416404757787
"48", 28.8707204785818, 57.1207805238125, 27.0078945310313, 145.132904790515, 22.2141346420695, -50.5393813818784
"49", 25.7844790504548, -55.7814829009132, 19.9372083754898, 72.0581957831085, 25.3696609962333, 58.0480360341058
"50", 23.7118396134065, 11.2706179633174, 25.4073218660095, 95.1368909967413, 32.9409186344704, 14.1843710555453
"51", 16.4373924324535, 12.8977438217089, 23.3725176651883, 64.8187904703925, 20.2955931588228, 44.6693945442195
"52", 25.2950968898684, 87.6732860692055, 21.5195438567171, 211.497488723214, -4.02051769946243, 60.8227298470214
"53", 31.6367688174269, 88.8605054485591, 28.2254675944404, 22.0422421321963, 19.4609768841311, 80.2235029308904
"54", 30.4296232720417, 89.3830631544465, 22.8252342441139, 151.279384498254, 20.7102195559716, -48.4107950563015
"55", 29.3579214938835, -50.2068109178364, 18.4295764554686, -4.69895243939844, 19.8358819563579, 29.3963647042
"56", 23.0319526300346, 10.2160643170331, 17.5030552098969, 95.5591809248402, 20.9189880864311, 92.8170220170698
